"CRASH_ID","VHCL_ID","PARTIC_ID","PARTIC_DSPLY_SEQ_NO","VHCL_CODED_SEQ_NO","PARTIC_VHCL_SEQ_NO","PARTIC_TYP_CD","PARTIC_TYP_SHORT_DESC","PARTIC_HIT_RUN_FLG","PUB_EMPL_FLG","SEX_CD","AGE_VAL","DRVR_LIC_STAT_CD","DRVR_LIC_STAT_SHORT_DESC","DRVR_RES_STAT_CD","DRVR_RES_SHORT_DESC","INJ_SVRTY_CD","INJ_SVRTY_SHORT_DESC","SFTY_EQUIP_USE_CD","SFTY_EQUIP_USE_SHORT_DESC","AIRBAG_DEPLOY_IND","MVMNT_CD","MVMNT_SHORT_DESC","CMPSS_DIR_FROM_CD","PARTIC_CMPSS_DIR_FROM_SHORT_DESC","CMPSS_DIR_TO_CD","PARTIC_CMPSS_DIR_TO_SHORT_DESC","NON_MOTRST_LOC_CD","NON_MOTRST_LOC_SHORT_DESC","ACTN_CD","ACTN_SHORT_DESC","PARTIC_ERR_1_CD","PARTIC_ERR_1_SHORT_DESC","PARTIC_ERR_2_CD","PARTIC_ERR_2_SHORT_DESC","PARTIC_ERR_3_CD","PARTIC_ERR_3_SHORT_DESC","PARTIC_CAUSE_1_CD","PARTIC_CAUSE_1_SHORT_DESC","PARTIC_CAUSE_2_CD","PARTIC_CAUSE_2_SHORT_DESC","PARTIC_CAUSE_3_CD","PARTIC_CAUSE_3_SHORT_DESC","PARTIC_EVNT_1_CD","PARTIC_EVNT_1_SHORT_DESC","PARTIC_EVNT_2_CD","PARTIC_EVNT_2_SHORT_DESC","PARTIC_EVNT_3_CD","PARTIC_EVNT_3_SHORT_DESC","BAC_VAL","ALCHL_USE_RPT_IND","DRUG_USE_RPT_IND","MJ_USE_RPT_IND","STRIKG_PARTIC_FLG"
"1916404","3601786","4095772","3","3","1","1","DRVR","False","False","1","69","1","OR-Y ","2","OR>25","3","INJB","2","BELT      ","","","","","","","","","","000","NONE     ","043","TOO CLOSE ","047","BASCRULE  ","","","07","TOO-CLOS","01","TOO-FAST","","","","","","","","","86","0","0","3","False"
"1916411","3601801","4095785","1","1","1","1","DRVR","False","False","2","26","1","OR-Y ","4","N-RES","9","NONE","2","BELT      ","0","","","","","","","","","000","NONE     ","028","NO ROW    ","004","L IN TRF  ","","","02","NO-YIELD","08","IMP-TURN","","","","","","","","","","0","0","3","False"
"1916429","3601835","4095821","2","2","1","1","DRVR","False","False","1","33","1","OR-Y ","1","OR<25","9","NONE","2","BELT      ","0","","","","","","","","","000","NONE     ","000","NONE      ","","","","","00","NO CODE ","","","","","","","","","","","","0","0","3","False"
"1916431","3601837","4095826","1","1","1","1","DRVR","False","False","2","71","1","OR-Y ","1","OR<25","3","INJB","2","BELT      ","1","","","","","","","","","000","NONE     ","043","TOO CLOSE ","026","REAR-END  ","","","07","TOO-CLOS","29","F AVOID ","27","INATTENT","","","","","","","","0","0","3","False"
"1916231","3601477","4095386","3","1","3","2","PSNG","False","False","2","39","","","","","4","INJC","0","NONE      ","","","","","","","","","","000","NONE     ","000","NONE      ","","","","","00","NO CODE ","","","","","","","","","","","","","","","False"
"1916231","3601477","4095384","1","1","1","1","DRVR","False","False","2","28","1","OR-Y ","1","OR<25","9","NONE","2","BELT      ","1","","","","","","","","","000","NONE     ","026","REAR-END  ","","","","","29","F AVOID ","","","","","","","","","","","","","","","False"
"1916231","3601477","4095385","2","1","2","2","PSNG","False","False","1","27","","","","","3","INJB","0","NONE      ","1","","","","","","","","","000","NONE     ","000","NONE      ","","","","","00","NO CODE ","","","","","","","","","","","","","","","False"
"1916252","3601510","4095429","1","1","1","1","DRVR","False","False","1","27","3","SUSP ","1","OR<25","9","NONE","9","UNK       ","","","","","","","","","","000","NONE     ","079","F NEG CURV","080","FAIL LN   ","","","05","LEFT-CTR","","","","","","","","","","","86","0","0","3","False"
"1916262","3601527","4095454","1","1","1","1","DRVR","False","False","2","33","1","OR-Y ","1","OR<25","4","INJC","2","BELT      ","1","","","","","","","","","000","NONE     ","047","BASCRULE  ","079","F NEG CURV","","","01","TOO-FAST","05","LEFT-CTR","","","","","","","","","","0","0","3","False"
"1916262","3601528","4095455","2","2","1","1","DRVR","False","False","1","20","1","OR-Y ","1","OR<25","4","INJC","2","BELT      ","1","","","","","","","","","000","NONE     ","000","NONE      ","","","","","00","NO CODE ","","","","","","","","","","","","0","0","3","False"
